transaction_id,complaint_id,sender_account,receiver_account,amount,transaction_time,transaction_type,transaction_status
TXN84650,CC1344,ACC100751,ACC101420,87227.73,2025-10-28 09:09:37,NEFT,Reversed
TXN84651,CC1506,ACC100699,ACC100048,17743.02,2025-08-04 04:51:23,NEFT,Reversed
TXN84652,CC1845,ACC100904,ACC100640,122152.45,2025-05-21 05:48:54,NEFT,Completed
TXN84653,CC1435,ACC100790,ACC100119,122816.11,2025-12-30 05:12:32,UPI,Failed
TXN84654,CC1624,ACC101122,ACC100922,15605.08,2025-10-22 05:47:01,Card Payment,Pending
TXN84655,CC1681,ACC100652,ACC100935,176296.15,2026-04-06 19:14:07,NEFT,Failed
TXN84656,CC1052,ACC100594,ACC101208,49454.14,2026-01-28 22:13:24,NEFT,Pending
TXN84657,CC1070,ACC101884,ACC101005,67918.19,2025-12-26 06:13:46,IMPS,Pending
TXN84658,CC1647,ACC100610,ACC101870,96882.83,2026-04-25 20:27:13,UPI,Reversed
TXN84659,CC1328,ACC102000,ACC101099,71529.55,2025-05-27 14:56:51,IMPS,Failed
TXN84660,CC1308,ACC101892,ACC101661,126073.86,2026-02-02 19:37:04,RTGS,Reversed
TXN84661,CC1225,ACC101302,ACC100059,128230.05,2026-05-19 16:59:20,ATM Withdrawal,Completed
TXN84662,CC1942,ACC100550,ACC101371,154854.12,2025-11-16 20:55:08,ATM Withdrawal,Pending
TXN84663,CC1419,ACC101090,ACC100958,82255.42,2025-01-22 14:20:01,RTGS,Reversed
TXN84664,CC1081,ACC100204,ACC101905,143461.27,2025-12-28 11:51:06,UPI,Reversed
TXN84665,CC1954,ACC100613,ACC101652,119234.58,2026-07-13 03:35:33,IMPS,Reversed
TXN84666,CC1907,ACC100214,ACC100177,74759.55,2026-06-25 19:01:04,IMPS,Completed
TXN84667,CC1752,ACC101030,ACC100898,166857.23,2026-08-30 14:57:00,UPI,Pending
TXN84668,CC1904,ACC100850,ACC101039,43153.68,2025-04-30 11:48:25,NEFT,Failed
TXN84669,CC1191,ACC100124,ACC100800,10188.67,2025-03-12 03:25:39,IMPS,Reversed
TXN84670,CC1625,ACC100022,ACC100704,53499.86,2025-12-08 04:54:25,ATM Withdrawal,Pending
TXN84671,CC1753,ACC101922,ACC101589,13905.23,2025-11-01 22:28:05,ATM Withdrawal,Completed
TXN84672,CC1710,ACC100269,ACC101365,49832.87,2026-05-24 22:06:02,Card Payment,Reversed
TXN84673,CC1801,ACC100505,ACC100259,68348.09,2026-04-08 11:39:53,NEFT,Completed
TXN84674,CC1961,ACC100371,ACC100492,162440.66,2025-07-27 09:32:39,ATM Withdrawal,Completed
TXN84675,CC1333,ACC100840,ACC101460,50628.71,2025-07-29 02:28:08,UPI,Completed
TXN84676,CC1662,ACC101340,ACC100574,168166.21,2026-02-09 06:49:52,UPI,Completed
TXN84677,CC1538,ACC101418,ACC100792,152503.76,2026-04-11 00:41:04,ATM Withdrawal,Reversed
TXN84678,CC1548,ACC101925,ACC101743,42243.0,2025-01-21 21:20:19,RTGS,Failed
TXN84679,CC1635,ACC100389,ACC100224,109671.68,2025-08-16 03:09:22,RTGS,Reversed
TXN84680,CC1004,ACC101964,ACC101907,115684.5,2026-05-27 06:16:52,UPI,Pending
TXN84681,CC1367,ACC101334,ACC101734,160360.76,2025-12-17 08:44:00,IMPS,Reversed
TXN84682,CC1261,ACC101539,ACC101813,96817.37,2026-07-24 21:24:44,NEFT,Failed
TXN84683,CC1197,ACC100838,ACC101123,138145.59,2025-07-14 02:18:56,RTGS,Pending
TXN84684,CC1772,ACC101261,ACC100577,110785.41,2025-01-09 14:53:08,UPI,Reversed
TXN84685,CC1783,ACC101090,ACC101742,50414.93,2025-12-22 21:33:17,RTGS,Failed
TXN84686,CC1056,ACC100363,ACC100271,32742.34,2026-05-11 12:43:00,NEFT,Completed
TXN84687,CC1568,ACC100112,ACC100868,151629.69,2026-05-12 04:21:11,IMPS,Pending
TXN84688,CC1770,ACC101489,ACC101496,163571.87,2025-09-18 08:22:56,UPI,Completed
TXN84689,CC1416,ACC100902,ACC101002,59777.88,2025-05-28 02:46:53,UPI,Pending
TXN84690,CC1016,ACC100852,ACC100428,144896.21,2025-10-30 06:53:46,IMPS,Completed
TXN84691,CC1020,ACC101399,ACC101373,104006.78,2025-06-21 10:28:56,Card Payment,Failed
TXN84692,CC1277,ACC100380,ACC101662,46199.72,2025-09-02 10:13:44,RTGS,Reversed
TXN84693,CC1129,ACC100638,ACC101069,84169.96,2026-06-06 20:41:47,NEFT,Pending
TXN84694,CC1166,ACC101839,ACC100681,169816.79,2025-08-15 10:01:11,NEFT,Reversed
TXN84695,CC1957,ACC100914,ACC100536,130383.44,2026-08-17 00:12:14,ATM Withdrawal,Failed
TXN84696,CC1504,ACC101791,ACC100227,44335.38,2026-05-04 00:21:33,IMPS,Reversed
TXN84697,CC1746,ACC100687,ACC100288,32949.64,2025-03-26 21:56:40,Card Payment,Pending
TXN84698,CC1741,ACC101859,ACC100093,7193.09,2025-11-09 00:40:09,NEFT,Failed
TXN84699,CC1137,ACC101978,ACC101904,199947.7,2025-07-12 07:43:52,ATM Withdrawal,Reversed
TXN84700,CC1656,ACC100432,ACC101133,60691.3,2025-08-04 11:53:02,UPI,Pending
TXN84701,CC1100,ACC100643,ACC101359,145650.9,2025-09-03 17:12:25,IMPS,Reversed
TXN84702,CC1580,ACC100574,ACC101311,151216.54,2026-02-21 10:32:24,Card Payment,Failed
TXN84703,CC1632,ACC100146,ACC101241,115611.96,2026-07-10 22:56:20,Card Payment,Completed
TXN84704,CC1860,ACC100451,ACC101454,128833.31,2025-11-14 09:51:20,Card Payment,Failed
TXN84705,CC1254,ACC101426,ACC100331,119496.32,2026-05-25 15:12:31,RTGS,Failed
TXN84706,CC1893,ACC101820,ACC100320,108554.05,2025-04-01 16:41:34,ATM Withdrawal,Reversed
TXN84707,CC1112,ACC100815,ACC101947,84047.34,2025-08-24 07:52:19,NEFT,Completed
TXN84708,CC1618,ACC100168,ACC100200,68164.14,2025-04-26 12:32:11,RTGS,Reversed
TXN84709,CC1468,ACC100012,ACC101549,71569.69,2025-09-23 21:36:07,UPI,Failed
TXN84710,CC1906,ACC100065,ACC101933,174325.52,2026-01-16 20:17:31,IMPS,Failed
TXN84711,CC1098,ACC100372,ACC101902,199438.72,2026-05-10 21:40:51,Card Payment,Failed
TXN84712,CC2000,ACC101223,ACC101826,4003.33,2026-01-01 07:22:06,NEFT,Pending
TXN84713,CC1267,ACC101917,ACC100749,82939.31,2026-08-02 06:14:19,Card Payment,Failed
TXN84714,CC1433,ACC101733,ACC100678,22164.56,2026-06-29 04:09:45,NEFT,Completed
TXN84715,CC1609,ACC101685,ACC100614,97644.23,2025-02-07 10:36:27,IMPS,Reversed
TXN84716,CC1758,ACC101678,ACC100746,134164.49,2026-03-20 02:10:17,ATM Withdrawal,Pending
TXN84717,CC1236,ACC101585,ACC101887,60057.03,2025-04-10 09:24:31,ATM Withdrawal,Reversed
TXN84718,CC1596,ACC101500,ACC101513,155238.17,2026-06-06 18:09:23,Card Payment,Pending
TXN84719,CC1869,ACC101260,ACC100207,161583.96,2025-08-18 15:13:48,RTGS,Pending
TXN84720,CC1628,ACC100098,ACC101064,186908.27,2025-03-28 23:05:44,IMPS,Reversed
TXN84721,CC1459,ACC101413,ACC100541,177210.99,2025-09-27 14:33:27,ATM Withdrawal,Reversed
TXN84722,CC1205,ACC100269,ACC100007,91773.72,2026-06-29 02:06:25,ATM Withdrawal,Failed
TXN84723,CC1258,ACC101715,ACC100235,132801.29,2025-05-27 12:48:38,IMPS,Completed
TXN84724,CC1517,ACC101465,ACC101562,93654.19,2025-02-28 22:07:21,NEFT,Reversed
TXN84725,CC1275,ACC101951,ACC101677,4680.62,2025-10-06 02:36:04,ATM Withdrawal,Failed
TXN84726,CC1736,ACC101818,ACC101431,120514.34,2025-11-23 21:50:07,UPI,Reversed
TXN84727,CC1296,ACC100346,ACC100800,16439.47,2025-05-15 04:57:28,RTGS,Completed
TXN84728,CC1304,ACC100733,ACC100168,197093.29,2025-06-20 16:43:21,ATM Withdrawal,Pending
TXN84729,CC1666,ACC100943,ACC100062,112137.88,2025-02-20 23:15:22,IMPS,Failed
TXN84730,CC1230,ACC101861,ACC100179,111534.73,2025-04-30 01:01:19,Card Payment,Pending
TXN84731,CC1262,ACC100824,ACC100075,166909.09,2025-05-04 04:34:40,RTGS,Failed
TXN84732,CC1684,ACC101341,ACC101167,115196.74,2026-04-14 05:25:49,NEFT,Completed
TXN84733,CC1668,ACC100686,ACC100108,102641.58,2025-01-09 17:27:27,IMPS,Completed
TXN84734,CC1275,ACC101902,ACC101385,154919.52,2026-08-16 11:52:43,IMPS,Completed
TXN84735,CC1996,ACC100437,ACC100660,56100.51,2025-02-17 12:17:09,Card Payment,Pending
TXN84736,CC1228,ACC101746,ACC100738,113913.68,2026-05-28 08:51:34,ATM Withdrawal,Reversed
TXN84737,CC1408,ACC101942,ACC101276,132734.58,2026-07-05 22:51:26,RTGS,Failed
TXN84738,CC1078,ACC100360,ACC100165,30148.75,2025-10-16 18:24:02,RTGS,Pending
TXN84739,CC1776,ACC101024,ACC100087,141357.43,2025-05-30 14:09:14,RTGS,Pending
TXN84740,CC1401,ACC100554,ACC101459,192761.34,2025-08-03 12:05:07,NEFT,Reversed
TXN84741,CC1060,ACC101449,ACC100657,94123.57,2026-03-19 05:53:39,ATM Withdrawal,Failed
TXN84742,CC1510,ACC101501,ACC100766,183294.91,2026-05-31 15:02:47,UPI,Reversed
TXN84743,CC1262,ACC100844,ACC100242,53750.65,2026-08-11 19:17:32,NEFT,Failed
TXN84744,CC1415,ACC101480,ACC100091,24915.24,2026-03-09 16:21:35,IMPS,Reversed
TXN84745,CC1804,ACC100901,ACC101079,120867.34,2025-08-25 23:08:19,ATM Withdrawal,Reversed
TXN84746,CC1785,ACC100689,ACC101637,43466.98,2025-08-03 01:14:41,IMPS,Completed
TXN84747,CC1896,ACC101254,ACC101169,112847.33,2025-05-09 12:46:01,NEFT,Reversed
TXN84748,CC1115,ACC101296,ACC100761,144417.42,2025-10-20 04:55:53,Card Payment,Pending
TXN84749,CC1886,ACC100805,ACC101096,40339.82,2026-06-22 00:43:13,IMPS,Completed
TXN84750,CC1479,ACC100150,ACC101127,86945.37,2026-07-06 17:01:29,RTGS,Reversed
TXN84751,CC1802,ACC100239,ACC101414,29744.18,2025-09-15 13:21:19,RTGS,Reversed
TXN84752,CC1326,ACC100890,ACC100799,44606.11,2026-01-30 23:48:13,IMPS,Pending
TXN84753,CC1999,ACC101446,ACC101131,133628.75,2025-04-27 06:58:39,NEFT,Pending
TXN84754,CC1906,ACC100361,ACC100432,172276.57,2025-10-18 05:06:03,NEFT,Reversed
TXN84755,CC1609,ACC101536,ACC101991,193508.48,2026-07-17 05:57:01,RTGS,Reversed
TXN84756,CC1577,ACC101922,ACC101468,147566.07,2026-05-26 23:02:58,UPI,Pending
TXN84757,CC1238,ACC100412,ACC100687,154530.7,2026-08-06 23:13:47,IMPS,Reversed
TXN84758,CC1726,ACC101509,ACC100711,119612.83,2025-03-24 05:38:08,ATM Withdrawal,Pending
TXN84759,CC1634,ACC100317,ACC101819,5299.51,2025-08-28 06:28:00,Card Payment,Failed
TXN84760,CC1329,ACC101810,ACC100972,176526.36,2025-01-08 21:35:56,RTGS,Completed
TXN84761,CC1947,ACC101483,ACC101919,94763.93,2025-10-31 19:40:05,UPI,Pending
TXN84762,CC1619,ACC100319,ACC101103,27332.08,2026-02-26 18:27:47,RTGS,Pending
TXN84763,CC1560,ACC101721,ACC100303,154742.93,2026-07-29 07:05:15,ATM Withdrawal,Completed
TXN84764,CC1705,ACC100040,ACC101463,137195.31,2025-09-13 17:12:53,NEFT,Reversed
TXN84765,CC1768,ACC100934,ACC101531,153493.2,2025-07-23 22:25:04,RTGS,Completed
TXN84766,CC1291,ACC101022,ACC101379,83102.63,2025-10-23 11:56:57,IMPS,Completed
TXN84767,CC1928,ACC101372,ACC101475,64253.08,2025-04-21 16:07:41,UPI,Completed
TXN84768,CC1408,ACC101433,ACC101958,122104.45,2025-10-23 21:57:09,ATM Withdrawal,Pending
TXN84769,CC1169,ACC101907,ACC100484,13166.92,2026-05-18 23:32:37,Card Payment,Failed
TXN84770,CC1731,ACC101386,ACC101071,197997.01,2025-08-04 20:41:09,UPI,Completed
TXN84771,CC1929,ACC101628,ACC100080,199140.93,2026-07-27 19:50:33,Card Payment,Completed
TXN84772,CC1941,ACC100015,ACC100985,32082.81,2025-06-01 23:51:09,Card Payment,Reversed
TXN84773,CC1308,ACC101517,ACC100901,104007.07,2025-02-05 02:39:56,RTGS,Failed
TXN84774,CC1127,ACC100013,ACC101043,189329.77,2025-07-28 09:48:17,RTGS,Pending
TXN84775,CC1348,ACC100509,ACC100995,58672.7,2025-10-01 19:48:19,UPI,Reversed
TXN84776,CC1514,ACC100680,ACC101125,52953.42,2026-05-27 01:09:13,ATM Withdrawal,Pending
TXN84777,CC1520,ACC101373,ACC101312,38367.11,2025-02-26 19:04:23,IMPS,Completed
TXN84778,CC1612,ACC101774,ACC100192,2614.92,2025-09-03 23:37:28,ATM Withdrawal,Pending
TXN84779,CC1951,ACC101958,ACC100492,193890.91,2025-04-03 00:42:47,NEFT,Failed
TXN84780,CC1148,ACC100714,ACC100095,64744.14,2026-02-04 06:06:03,IMPS,Pending
TXN84781,CC1434,ACC101720,ACC101148,59039.49,2025-03-09 17:29:50,IMPS,Reversed
TXN84782,CC1854,ACC101379,ACC101887,108229.67,2026-03-01 02:44:30,IMPS,Reversed
TXN84783,CC1719,ACC100383,ACC101154,191442.29,2025-05-09 23:55:01,RTGS,Pending
TXN84784,CC1787,ACC101202,ACC101009,73709.17,2026-07-14 20:05:03,UPI,Failed
TXN84785,CC1065,ACC100097,ACC101480,6297.33,2025-06-03 11:58:37,Card Payment,Pending
TXN84786,CC1217,ACC100097,ACC100793,69232.82,2025-04-29 15:26:35,NEFT,Failed
TXN84787,CC1918,ACC100244,ACC100656,177549.72,2026-06-02 16:01:02,RTGS,Reversed
TXN84788,CC1965,ACC100051,ACC101688,73257.17,2026-03-05 18:01:23,UPI,Failed
TXN84789,CC1659,ACC101319,ACC101202,148239.06,2025-03-31 15:47:58,UPI,Failed
TXN84790,CC1129,ACC101654,ACC100102,152059.85,2026-05-06 06:53:01,ATM Withdrawal,Reversed
TXN84791,CC1573,ACC101113,ACC101684,88526.16,2025-05-10 12:14:10,NEFT,Failed
TXN84792,CC1303,ACC100237,ACC100478,46530.19,2025-07-16 10:35:41,UPI,Pending
TXN84793,CC1700,ACC101890,ACC100152,12392.1,2026-05-07 23:30:00,UPI,Pending
TXN84794,CC1245,ACC101691,ACC100440,63872.77,2025-05-23 06:21:51,UPI,Reversed
TXN84795,CC1179,ACC100960,ACC100636,134011.67,2026-01-14 15:57:03,ATM Withdrawal,Pending
TXN84796,CC1172,ACC101040,ACC100806,170653.09,2025-09-28 03:24:06,RTGS,Pending
TXN84797,CC1350,ACC101719,ACC100573,44357.28,2025-11-08 18:58:07,Card Payment,Pending
TXN84798,CC1861,ACC100630,ACC101689,69519.88,2025-11-19 14:46:18,Card Payment,Reversed
TXN84799,CC1642,ACC100605,ACC101482,46907.83,2025-08-25 01:17:52,UPI,Pending
TXN84800,CC1923,ACC101802,ACC100091,133441.77,2025-12-14 17:49:05,ATM Withdrawal,Completed
TXN84801,CC1369,ACC101358,ACC101052,197114.04,2025-08-30 10:00:54,IMPS,Pending
TXN84802,CC1617,ACC100312,ACC100739,190231.17,2026-07-03 21:02:46,Card Payment,Failed
TXN84803,CC1627,ACC100130,ACC101977,114095.37,2025-09-15 07:28:59,NEFT,Pending
TXN84804,CC1219,ACC100138,ACC100361,162959.65,2025-07-29 22:33:24,Card Payment,Failed
TXN84805,CC1345,ACC100826,ACC101589,110506.94,2025-03-02 05:57:08,UPI,Completed
TXN84806,CC1384,ACC100390,ACC101115,141483.88,2026-05-23 21:43:36,Card Payment,Pending
TXN84807,CC1461,ACC101217,ACC100757,13531.03,2025-07-08 23:17:25,RTGS,Completed
TXN84808,CC1560,ACC100387,ACC101400,74257.52,2025-04-12 08:27:07,Card Payment,Pending
TXN84809,CC1046,ACC100235,ACC101496,53439.51,2026-04-10 18:57:32,NEFT,Failed
TXN84810,CC1019,ACC100012,ACC100922,164422.18,2025-03-19 21:41:26,Card Payment,Completed
TXN84811,CC1103,ACC101508,ACC100064,112541.24,2025-08-14 03:54:59,IMPS,Pending
TXN84812,CC1317,ACC101705,ACC101243,145383.44,2026-03-17 06:11:06,RTGS,Failed
TXN84813,CC1227,ACC101333,ACC101559,48592.52,2026-04-21 10:12:06,IMPS,Failed
TXN84814,CC1135,ACC101674,ACC101916,165091.75,2026-01-20 03:50:11,Card Payment,Pending
TXN84815,CC1262,ACC100048,ACC101839,179547.23,2025-02-18 01:08:20,ATM Withdrawal,Pending
TXN84816,CC1506,ACC101719,ACC101452,67156.09,2026-07-07 02:34:14,RTGS,Completed
TXN84817,CC1655,ACC100093,ACC100379,29503.54,2026-04-30 23:17:00,Card Payment,Reversed
TXN84818,CC1381,ACC101322,ACC101000,196547.18,2026-06-14 23:16:55,NEFT,Pending
TXN84819,CC1355,ACC100167,ACC101287,112464.31,2025-02-08 22:53:10,IMPS,Failed
TXN84820,CC1186,ACC100227,ACC101303,60664.64,2025-05-23 17:45:32,RTGS,Completed
TXN84821,CC1397,ACC101479,ACC100477,188036.08,2025-10-13 09:31:29,Card Payment,Pending
TXN84822,CC1497,ACC101317,ACC101273,83507.18,2025-07-23 19:42:54,NEFT,Completed
TXN84823,CC1355,ACC100756,ACC101698,16563.28,2026-01-11 23:41:29,UPI,Failed
TXN84824,CC1833,ACC100728,ACC101777,143356.79,2025-08-25 00:18:14,RTGS,Failed
TXN84825,CC1569,ACC100229,ACC100741,180885.78,2026-07-30 16:53:09,Card Payment,Reversed
TXN84826,CC1529,ACC100964,ACC100600,58577.67,2025-09-02 21:31:58,NEFT,Completed
TXN84827,CC1999,ACC100539,ACC101292,185074.3,2025-05-27 19:01:14,UPI,Completed
TXN84828,CC1559,ACC100218,ACC101620,137573.08,2025-01-08 07:38:05,UPI,Completed
TXN84829,CC1659,ACC100614,ACC100026,98569.21,2026-01-18 18:29:34,IMPS,Pending
TXN84830,CC1074,ACC101745,ACC100853,181303.16,2025-09-16 16:19:47,Card Payment,Failed
TXN84831,CC1240,ACC101924,ACC100122,67050.15,2025-11-05 08:59:48,Card Payment,Reversed
TXN84832,CC1996,ACC100690,ACC101828,71229.56,2026-06-12 04:57:14,ATM Withdrawal,Pending
TXN84833,CC1541,ACC101301,ACC101093,111884.44,2026-02-08 02:14:29,Card Payment,Completed
TXN84834,CC1596,ACC101812,ACC100670,136984.21,2026-07-03 00:31:14,NEFT,Reversed
TXN84835,CC1125,ACC100630,ACC100780,45040.42,2025-12-18 09:09:34,RTGS,Reversed
TXN84836,CC1835,ACC101065,ACC101673,83113.94,2026-07-11 14:11:03,NEFT,Pending
TXN84837,CC1205,ACC101076,ACC100457,152981.26,2025-05-10 15:03:19,ATM Withdrawal,Failed
TXN84838,CC1245,ACC101796,ACC101806,28551.17,2025-10-27 00:10:24,RTGS,Failed
TXN84839,CC1563,ACC100663,ACC101264,36521.08,2026-01-11 17:59:03,NEFT,Pending
TXN84840,CC1739,ACC101489,ACC100508,24576.99,2026-06-04 03:32:22,Card Payment,Failed
TXN84841,CC1739,ACC101099,ACC101495,5261.19,2025-11-30 23:43:50,UPI,Failed
TXN84842,CC1242,ACC101351,ACC101058,104632.35,2025-06-30 15:14:31,Card Payment,Failed
TXN84843,CC1926,ACC101185,ACC100095,117465.11,2025-09-23 21:17:31,UPI,Completed
TXN84844,CC1740,ACC100414,ACC101694,173510.72,2025-10-31 01:26:09,UPI,Failed
TXN84845,CC1993,ACC100838,ACC100195,46856.26,2025-12-26 08:28:12,Card Payment,Pending
TXN84846,CC1484,ACC100121,ACC100346,172557.23,2025-11-26 10:22:48,Card Payment,Reversed
TXN84847,CC1196,ACC100596,ACC101291,110105.17,2025-09-29 03:54:56,Card Payment,Failed
TXN84848,CC1475,ACC100931,ACC101361,22594.94,2026-07-26 01:47:28,RTGS,Pending
TXN84849,CC1148,ACC101540,ACC101356,129287.38,2025-07-13 19:53:27,IMPS,Failed
TXN84850,CC1140,ACC101091,ACC101299,73451.33,2025-04-18 20:16:06,ATM Withdrawal,Completed
TXN84851,CC1525,ACC101552,ACC101728,184108.65,2026-04-04 08:20:42,IMPS,Failed
TXN84852,CC1383,ACC100843,ACC100715,171382.32,2026-08-19 20:48:38,NEFT,Failed
TXN84853,CC1019,ACC101000,ACC100880,174200.42,2025-08-21 15:53:44,NEFT,Reversed
TXN84854,CC1296,ACC101735,ACC101586,40639.67,2025-08-25 15:07:11,UPI,Failed
TXN84855,CC1404,ACC100500,ACC100109,100059.88,2025-03-01 19:21:33,NEFT,Completed
TXN84856,CC1264,ACC100352,ACC101580,150331.96,2026-07-07 12:13:09,NEFT,Completed
TXN84857,CC1051,ACC100363,ACC100827,72115.45,2025-11-24 15:18:30,RTGS,Failed
TXN84858,CC1618,ACC100410,ACC100811,78995.56,2025-08-22 10:09:06,IMPS,Completed
TXN84859,CC1533,ACC100507,ACC100611,9712.69,2026-06-04 18:29:51,RTGS,Completed
TXN84860,CC1633,ACC100434,ACC101567,167819.19,2026-08-23 06:17:58,ATM Withdrawal,Reversed
TXN84861,CC1287,ACC100974,ACC101649,157920.18,2025-07-21 11:14:39,Card Payment,Failed
TXN84862,CC1889,ACC100798,ACC100336,160161.88,2025-11-29 09:09:45,IMPS,Pending
TXN84863,CC1852,ACC100848,ACC100931,169122.78,2026-06-23 17:38:52,Card Payment,Pending
TXN84864,CC1953,ACC100839,ACC101505,95786.47,2025-04-02 06:27:04,ATM Withdrawal,Completed
TXN84865,CC1423,ACC100794,ACC100900,44147.36,2025-05-26 03:44:47,Card Payment,Reversed
TXN84866,CC1665,ACC101577,ACC101872,89845.15,2025-12-24 18:17:51,UPI,Failed
TXN84867,CC1272,ACC100997,ACC100982,147539.57,2025-01-25 08:21:14,NEFT,Reversed
TXN84868,CC1749,ACC101610,ACC100794,117964.15,2026-04-13 19:06:44,IMPS,Pending
TXN84869,CC1472,ACC100817,ACC100308,158525.79,2025-10-07 07:36:26,Card Payment,Completed
TXN84870,CC1772,ACC100822,ACC100453,8199.22,2026-04-22 18:33:11,NEFT,Pending
TXN84871,CC1655,ACC101580,ACC101688,145611.2,2026-08-19 02:30:32,IMPS,Pending
TXN84872,CC1681,ACC101285,ACC100748,172818.45,2025-08-15 19:11:04,UPI,Reversed
TXN84873,CC1568,ACC101839,ACC101544,21147.26,2026-01-29 04:24:41,ATM Withdrawal,Reversed
TXN84874,CC1449,ACC100451,ACC100673,148096.36,2025-04-30 01:22:54,Card Payment,Reversed
TXN84875,CC1218,ACC100613,ACC100615,156263.54,2026-02-26 16:21:51,UPI,Completed
TXN84876,CC1636,ACC100603,ACC100919,123518.1,2025-09-25 14:48:42,ATM Withdrawal,Pending
TXN84877,CC1600,ACC100480,ACC101747,129666.5,2025-04-12 12:54:26,NEFT,Completed
TXN84878,CC1558,ACC100912,ACC101175,177534.63,2025-05-16 18:25:34,IMPS,Pending
TXN84879,CC1663,ACC101652,ACC101807,85661.94,2026-05-17 14:52:27,NEFT,Reversed
TXN84880,CC1395,ACC100472,ACC101769,74743.72,2026-05-02 07:25:00,UPI,Reversed
TXN84881,CC1370,ACC100754,ACC100023,51738.3,2026-07-27 08:07:45,NEFT,Pending
TXN84882,CC1800,ACC101026,ACC101175,10651.69,2025-03-09 14:20:58,NEFT,Pending
TXN84883,CC1005,ACC101661,ACC101830,128611.12,2025-01-13 15:30:54,Card Payment,Reversed
TXN84884,CC1127,ACC101878,ACC101058,35248.06,2026-03-01 22:04:26,IMPS,Failed
TXN84885,CC1042,ACC101818,ACC100351,110677.59,2025-01-04 04:56:59,ATM Withdrawal,Completed
TXN84886,CC1149,ACC100350,ACC101856,192822.73,2025-11-05 09:53:24,IMPS,Completed
TXN84887,CC1996,ACC101427,ACC100847,65487.46,2026-04-30 22:52:23,ATM Withdrawal,Reversed
TXN84888,CC1408,ACC100839,ACC100376,169937.25,2025-12-30 15:52:03,RTGS,Pending
TXN84889,CC1558,ACC101664,ACC101086,40620.41,2026-08-08 05:12:43,Card Payment,Failed
TXN84890,CC1026,ACC101276,ACC101184,142516.78,2025-07-11 12:56:38,UPI,Reversed
TXN84891,CC1415,ACC101570,ACC100522,115413.86,2026-01-10 14:28:56,RTGS,Pending
TXN84892,CC1455,ACC100430,ACC101717,63362.84,2026-07-21 08:03:43,Card Payment,Reversed
TXN84893,CC1027,ACC101480,ACC101665,185721.64,2025-11-04 14:09:03,ATM Withdrawal,Pending
TXN84894,CC1444,ACC100549,ACC101737,174961.22,2025-12-02 04:37:26,IMPS,Failed
TXN84895,CC1924,ACC100966,ACC100227,100453.43,2025-03-21 22:27:26,ATM Withdrawal,Completed
TXN84896,CC1502,ACC100476,ACC101802,143110.18,2025-02-17 00:59:05,IMPS,Reversed
TXN84897,CC1482,ACC100823,ACC100785,188317.68,2025-02-17 01:11:10,UPI,Completed
TXN84898,CC1664,ACC101884,ACC100512,137941.86,2026-03-17 09:49:08,NEFT,Pending
TXN84899,CC1140,ACC100509,ACC100704,64255.13,2025-05-25 00:38:19,UPI,Pending
TXN84900,CC1267,ACC101991,ACC100689,131097.12,2026-02-16 05:40:40,UPI,Pending
TXN84901,CC1759,ACC101808,ACC101832,5126.04,2026-01-05 08:52:41,UPI,Failed
TXN84902,CC1109,ACC100164,ACC101811,38244.27,2026-02-17 10:16:22,NEFT,Failed
TXN84903,CC1712,ACC100642,ACC100200,89206.7,2026-02-03 10:26:45,ATM Withdrawal,Pending
TXN84904,CC1432,ACC100621,ACC101737,120592.83,2025-11-28 00:53:38,Card Payment,Pending
TXN84905,CC1418,ACC100303,ACC101048,185574.81,2026-05-09 11:43:31,NEFT,Completed
TXN84906,CC1992,ACC101494,ACC101360,145395.42,2025-04-12 09:44:12,UPI,Reversed
TXN84907,CC1104,ACC100614,ACC100485,162439.06,2026-06-07 16:23:33,ATM Withdrawal,Failed
TXN84908,CC1464,ACC100081,ACC101229,131959.45,2025-01-22 13:38:36,Card Payment,Completed
TXN84909,CC1566,ACC101160,ACC100264,44994.55,2026-04-29 02:03:16,RTGS,Completed
TXN84910,CC1507,ACC100197,ACC101346,21355.98,2026-03-09 08:27:34,ATM Withdrawal,Completed
TXN84911,CC1898,ACC101967,ACC100789,142188.72,2026-06-25 14:32:20,ATM Withdrawal,Completed
TXN84912,CC1194,ACC101227,ACC100206,28876.68,2026-04-17 15:39:50,UPI,Failed
TXN84913,CC1196,ACC101970,ACC101375,108504.72,2026-05-27 10:04:46,Card Payment,Failed
TXN84914,CC1218,ACC101496,ACC101558,50715.27,2025-07-04 18:28:41,UPI,Pending
TXN84915,CC1583,ACC101524,ACC101848,92777.72,2026-05-21 06:14:32,UPI,Completed
TXN84916,CC1259,ACC101853,ACC100186,51609.87,2025-07-18 05:41:58,Card Payment,Reversed
TXN84917,CC1747,ACC101405,ACC101322,188112.07,2025-11-16 20:19:07,UPI,Failed
TXN84918,CC1785,ACC100274,ACC101932,41446.04,2025-05-25 00:02:57,Card Payment,Reversed
TXN84919,CC1374,ACC101120,ACC100769,35226.48,2025-07-14 07:16:35,IMPS,Completed
TXN84920,CC1631,ACC100470,ACC100612,171853.21,2025-04-06 02:57:18,IMPS,Failed
TXN84921,CC1407,ACC100960,ACC100645,171700.77,2026-05-14 07:10:44,RTGS,Completed
TXN84922,CC1726,ACC101287,ACC100513,22246.11,2026-03-06 02:29:59,NEFT,Completed
